Name:,Address:,County:,Type:,Capacity,Status:,Closed Date:,License Number,License Status,Licensee Name,Zip,URL,,
MONICA DONOVAN,"8323 MISTFIELD COURT                                  HOWELL , MI 48843
                                 Phone: (517) 231-0617",LIVINGSTON,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG470252092,REGULAR,DONOVAN MONICA,48843,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG470252092,,
MONICA EVANS,"3640 BLUEBERRY LN                                  HONOR , MI 49640
                                 Phone: (231) 325-6812",BENZIE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,7/28/2021,DF100094328,CLOSED,"EVANS, MONICA B.",49640,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF100094328,,
MONICA GABRIAU,"708 MILLER ROAD                                  LAKE ORION , MI 48362
                                 Phone: (248) 877-6016",OAKLAND,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF630257540,REGULAR,"GABRIAU, MONICA",48362,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF630257540,,
MONICA HUTCHINSON,"4961 HAYES TOWER RD                                  GAYLORD , MI 49735
                                 Phone: (989) 350-5467",OTSEGO,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF690344981,REGULAR,MONICA HUTCHINSON,49735,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF690344981,,
MONICA LOUISE HAYES,"3754 SENECA                                  DETROIT , MI 48214
                                 Phone: (313) 579-9063",WAYNE,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG820405249,REGULAR,MONICA LOUISE HAYES,48214,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG820405249,,
MONICA MITCHELL,"1045 DICKINSON STREET, SE                                  GRAND RAPIDS , MI 49507-2107
                                 Phone: (616) 248-4464",KENT,CHILD CARE GROUP HOME (CAPACITY 7-12),12,CLOSED,11/22/2021,DG410254527,CLOSED,MONICA MITCHELL,49507-2107,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG410254527,,
MONICA RUEDA,"1907 ARTHUR ST.                                  SAGINAW , MI 48602
                                 Phone: (989) 890-7507",SAGINAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF730396477,REGULAR,"RUEDA, MONICA",48602,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF730396477,,
MONICA WALKER,"3609 PROCTOR                                  FLINT , MI 48504
                                 Phone: (810) 610-2202",GENESEE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF250303250,REGULAR,"WALKER, MONICA",48504,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF250303250,,
MONICA'S DAYCARE,"18 RUHLIG                                  SAGINAW , MI 48602
                                 Phone: (989) 890-6800",SAGINAW,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,4/9/2021,DF730405411,CLOSED,"MEDEL, MONICA",48602,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF730405411,,
MONIKA SCHAPMAN,"988 HOWELL RD.                                  ALLENTON , MI 48002
                                 Phone: (810) 627-9933",ST. CLAIR,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,5/28/2020,DF740399666,CLOSED,"SCHAPMAN, MONIKA",48002,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF740399666,,
MONIQUE HENDRIX,"1872 SPRINGFIELD ST                                  FLINT , MI 48503
                                 Phone: (810) 223-5733",GENESEE,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG250400928,1ST PROVISIONAL,HENDRIX MONIQUE,48503,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG250400928,,
MONIQUE KALONJI,"6132 ALFALFA LANE SE                                  GRAND RAPIDS , MI 49508
                                 Phone: (614) 364-5108",KENT,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,3/16/2020,DF410401588,CLOSED,"KALONJI, MONIQUE",49508,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF410401588,,
MONIQUE'S LOVING HANDS,"19450 APPOLINE                                  DETROIT , MI 48235
                                 Phone: (313) 732-1797",WAYNE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,1/20/2021,DF820387139,CLOSED,"LEAK-PRINGLE, CHANTEL",48235,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF820387139,,
MONIQUE'S LOVING HANDS DAYCARE,"19450 APPOLINE ST.                                  DETROIT , MI 48235
                                 Phone: (313) 732-1797",WAYNE,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG820406621,REGULAR,"LEAK-PRINGLE, CHANTEL",48235,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG820406621,,
MONKEY AROUND DAYCARE,"26065 J DRIVE SOUTH                                  HOMER , MI 49245
                                 Phone: (517) 877-0584",CALHOUN,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF130379261,REGULAR,"KAISER, VANESSA",49245,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF130379261,,
MONKEY RUN DAYCARE,"50 SOLON                                  CEDAR SPRINGS , MI 49319
                                 Phone: (616) 824-8921",KENT,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,1/20/2020,DF410386679,CLOSED,"CRONKRIGHT, ERICKA",49319,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF410386679,,
MONKEY RUN DAYCARE,"50 SOLON                                  CEDAR SPRINGS , MI 49319
                                 Phone: (616) 824-8921",KENT,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG410399528,REGULAR,"CRONKRIGHT, ERICKA AND CRONKRIGHT, THOMAS",49319,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG410399528,,
MONROE FAMILY YMCA,"1111 WEST ELM AVE.                                  MONROE , MI 48162
                                 Phone: (734) 241-2606",MONROE,CHILD CARE CENTER,105,ACTIVE,N/A,DC580275192,REGULAR,THE MONROE FAMILY YMCA,48162,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC580275192,,
MONROE ROAD LATCHKEY CENTER,"7979 MONROE ROAD                                  LAMBERTVILLE , MI 48144
                                 Phone: (734) 850-6036",MONROE,CHILD CARE CENTER,100,ACTIVE,N/A,DC580097206,REGULAR,BEDFORD PUBLIC SCHOOLS COMMUNITY EDUCATION DEPT.,48144,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC580097206,,
MONTABELLA ELEMENTARY SCHOOL,"1456 E. NORTH COUNTY LINE                                  BLANCHARD , MI 49310
                                 Phone: (989) 427-5414",MONTCALM,CHILD CARE CENTER,38,ACTIVE,N/A,DC590296308,REGULAR,MONTABELLA COMMUNITY SCHOOLS,49310,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC590296308,,
MONTAGUE AREA CHILDHOOD CENTER (MACC),"9151 DICEY                                  MONTAGUE , MI 49437
                                 Phone: (231) 893-0515",MUSKEGON,CHILD CARE CENTER,100,ACTIVE,N/A,DC610313914,REGULAR,WHITE LAKE AREA COMMUNITY EDUCATION,49437,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC610313914,,
MONTAGUE ELEMENTARY SCHOOL,"344 MT MORRIS STREET                                  MT MORRIS , MI 48458
                                 Phone: (810) 591-3566",GENESEE,CHILD CARE CENTER,65,CLOSED,11/8/2019,DC250375197,CLOSED,GENESEE INTERMEDIATE SCHOOL DISTRICT,48458,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250375197,,
MONTCALM AREA CAREER CENTER,"1550 SIDNEY ROAD                                  SIDNEY , MI 48885
                                 Phone: (616) 808-6488",MONTCALM,CHILD CARE CENTER,18,ACTIVE,N/A,DC590399239,REGULAR,MONTCALM AREA INTRM SCHL DIST,48885,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC590399239,,
MONTEITH ELEM/KIDS CLUB & KINDER CLUB,"MONTEITH SCHOOL  1275 COOK RD                                                                GROSSE PTE WOOD , MI 48236
                                 Phone: (313) 432-3009",WAYNE,CHILD CARE CENTER,70,ACTIVE,N/A,DC820018731,REGULAR,GROSSE POINTE PUBLIC SCHOOLS,48236,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820018731,,
MONTESSORI ACADEMY OF CANTON,"44390 PALMER RD                                  CANTON , MI 48188
                                 Phone: (734) 397-3543",WAYNE,CHILD CARE CENTER,73,ACTIVE,N/A,DC820342830,REGULAR,"KAPILA MONTESSORI SCHOOLS, INC",48188,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820342830,,
MONTESSORI ACADEMY OF FARMINGTON HILLS,"31195 W 13 MILE ROAD                                  FARMINGTON HILLS , MI 48334
                                 Phone: (248) 626-2850",OAKLAND,CHILD CARE CENTER,121,ACTIVE,N/A,DC630279372,REGULAR,OM ENTERPRISES OF FARMINGTON HILLS,48334,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630279372,,
MONTESSORI CENTER OF DOWNRIVER,"15575 NORTHLINE RD.                                  SOUTHGATE , MI 48195
                                 Phone: (734) 282-6465",WAYNE,CHILD CARE CENTER,91,ACTIVE,N/A,DC820289645,REGULAR,"MONTESSORI CENTER OF DOWNRIVER, INC.",48195,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820289645,,
MONTESSORI CENTER OF OUR LADY,"14200 NEWBURGH ROAD                                  LIVONIA , MI 48154
                                 Phone: (734) 838-0841",WAYNE,CHILD CARE CENTER,133,ACTIVE,N/A,DC820308183,REGULAR,"THE FELICIAN SISTERS CHILD CARE CENTERS, INC.",48154,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820308183,,
MONTESSORI CHILD DEVELOPMENT CENTER,"1584 GODDARD                                  LINCOLN PARK , MI 48146
                                 Phone: (313) 383-7904",WAYNE,CHILD CARE CENTER,118,ACTIVE,N/A,DC820364234,REGULAR,BRIGHT BEGINNINGS MONTESSORI INC,48146,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820364234,,
MONTESSORI CHILDREN'S CENTER,"OF ALLEN PARK  4141 LAURENCE                                                                ALLEN PARK , MI 48101
                                 Phone: (313) 382-2777",WAYNE,CHILD CARE CENTER,159,ACTIVE,N/A,DC820023028,REGULAR,MONTESSORI CHILDREN'S CENTER,48101,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820023028,,
MONTESSORI CHILDREN'S HOUSE OF BAY CITY,"668 N. PINE RD.                                  BAY CITY , MI 48708
                                 Phone: (989) 391-4020",BAY,CHILD CARE CENTER,22,ACTIVE,N/A,DC090405946,REGULAR,"MONTESSORI CHILDREN'S HOUSE OF BAY CITY, INC.",48708,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC090405946,,
"MONTESSORI CHILDREN'S HOUSE OF BAY CITY, INC.","1004 S. WENONA ST.                                  BAY CITY , MI 48706
                                 Phone: (989) 391-4020",BAY,CHILD CARE CENTER,24,CLOSED,11/20/2020,DC090364110,CLOSED,"MONTESSORI CHILDREN'S HOUSE OF BAY CITY, INC.",48706,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC090364110,,
MONTESSORI CHILDREN'S HOUSE OF LANSING,"2100 W ST JOSEPH                                  LANSING , MI 48915
                                 Phone: (517) 482-9191",INGHAM,CHILD CARE CENTER,81,ACTIVE,N/A,DC330018135,REGULAR,MONTESSORI CHILDREN'S HOUSE OF LANSING,48915,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC330018135,,
MONTESSORI CHILDREN'S HOUSE OF LANSING DAYCARE,"2101 BRUCE ST.                                  LANSING , MI 48915
                                 Phone: (517) 482-9191",INGHAM,CHILD CARE CENTER,25,ACTIVE,N/A,DC330284071,REGULAR,MONTESSORI CHILDREN'S HOUSE OF LANSING,48915,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC330284071,,
MONTESSORI CHILDREN'S HOUSE OF LENAWEE,"1008 W. MAPLE                                  ADRIAN , MI 49221
                                 Phone: (517) 417-5437",LENAWEE,CHILD CARE CENTER,88,CLOSED,10/12/2020,DC460321980,CLOSED,"MONTESSORI CHILDREN'S HOUSE OF LENAWEE, INC.",49221,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC460321980,,
MONTESSORI CHILDREN'S HOUSE OF LENAWEE,"1099 US-223                                  ADRIAN , MI 49221
                                 Phone: (517) 417-4624",LENAWEE,CHILD CARE CENTER,73,ACTIVE,N/A,DC460405764,REGULAR,"MONTESSORI CHILDREN'S HOUSE OF LENAWEE, INC.",49221,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC460405764,,
"MONTESSORI CHILDREN'S HOUSE, GRAND TRAVERSE","5363 N. LONG LAKE ROAD                                  TRAVERSE CITY , MI 49685
                                 Phone: (231) 929-9325",GRAND TRAVERSE,CHILD CARE CENTER,232,ACTIVE,N/A,DC280247187,REGULAR,"MONTESSORI CHILDREN'S HOUSE, GRAND TRAVERSE",49685,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC280247187,,
MONTESSORI CHILDRENS ACADEMY,"43521 ROMEO PLANK                                  CLINTON TWP , MI 48038
                                 Phone: (586) 286-4566",MACOMB,CHILD CARE CENTER,111,ACTIVE,N/A,DC500095886,REGULAR,MONTESSORI CHLDRNS ACADEMY INC,48038,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC500095886,,
MONTESSORI CONNECTIONS PRESCHOOL,"SUITE 1  6810 OLD 28TH ST SE                                                                GRAND RAPIDS , MI 49546
                                 Phone: (616) 940-4616",KENT,CHILD CARE CENTER,15,CLOSED,5/6/2020,DC410349035,CLOSED,MONTESSORI CONNECTIONS LLC,49546,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC410349035,,
MONTESSORI EARLY SCHOOL GPA,"171 LAKE SHORE RD                                  GROSSE PTE FMS , MI 48236
                                 Phone: (313) 886-1221",WAYNE,CHILD CARE CENTER,150,ACTIVE,N/A,DC820016926,REGULAR,MONTESSORI EARLY SCHOOL GPA,48236,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820016926,,
MONTESSORI GIVING TREE,"11501 ALLEN ROAD                                  SOUTHGATE , MI 48195
                                 Phone: (313) 268-9330",WAYNE,CHILD CARE CENTER,60,ACTIVE,N/A,DC820402298,REGULAR,"MONTESSORI GIVING TREE, INC.",48195,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820402298,,
MONTESSORI GIVING TREE,"15310 WICK                                  ALLEN PARK , MI 48101
                                 Phone: (313) 386-5573",WAYNE,CHILD CARE CENTER,63,CLOSED,4/29/2020,DC820097531,CLOSED,MONTESSORI GIVING TREE INC,48101,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820097531,,
MONTESSORI OF DAVISON LLC,"326 WEST BAY STREET                                  DAVISON , MI 48423
                                 Phone: (810) 653-1131",GENESEE,CHILD CARE CENTER,55,ACTIVE,N/A,DC250363350,REGULAR,MONTESSORI OF DAVISON LLC,48423,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250363350,,
MONTESSORI PATHWAYS MICHIGAN,"1541 HATCH ROAD                                  OKEMOS , MI 48864
                                 Phone: (517) 927-1106",INGHAM,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF330368876,REGULAR,"GROLL, LAURA",48864,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF330368876,,
MONTESSORI STEPPING STONES,"FIRST PRESBYTERIAN  168 CASS AVENUE                                                                MT CLEMENS , MI 48043
                                 Phone: (586) 465-4260",MACOMB,CHILD CARE CENTER,61,ACTIVE,N/A,DC500018848,REGULAR,"MONTESSORI STEPPING STONES, INC.",48043,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC500018848,,
MONTESSORI STEPPING STONES I/T,"178 CASS AVENUE                                  MOUNT CLEMENS , MI 48043
                                 Phone: (586) 465-4260",MACOMB,CHILD CARE CENTER,46,ACTIVE,N/A,DC500286468,REGULAR,"MONTESSORI STEPPING STONES, INC.",48043,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC500286468,,
MONTESSORI STEPPING STONES II,"174 CASS                                  MT CLEMENS , MI 48043
                                 Phone: (586) 465-4260",MACOMB,CHILD CARE CENTER,30,ACTIVE,N/A,DC500093843,REGULAR,"MONTESSORI STEPPING STONES, INC.",48043,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC500093843,,
MONTESSORI STEPPING STONES UPPER SCHOOL,"67 UNION STREET                                  MT. CLEMENS , MI 48043
                                 Phone: (586) 465-4260",MACOMB,CHILD CARE CENTER,40,ACTIVE,N/A,DC500399922,REGULAR,67 UNION STREET LLC,48043,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC500399922,,
MONTIA JANUARY,"1532 E. MAXLOW                                  HAZEL PARK , MI 48030
                                 Phone: (313) 425-6896",OAKLAND,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF630338064,REGULAR,MONTIA JANUARY,48030,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF630338064,,
MONTROSE EARLY HEAD START,"150 SAGINAW STREET                                  MONTROSE , MI 48457
                                 Phone: (810) 591-6961",GENESEE,CHILD CARE CENTER,8,ACTIVE,N/A,DC250379149,REGULAR,COUNTY OF GENESEE,48457,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250379149,,
MONTROSE HEAD START,"CARTER ELEM.  200 PARK ST                                                                MONTROSE , MI 48457
                                 Phone: (810) 235-5613",GENESEE,CHILD CARE CENTER,20,ACTIVE,N/A,DC250314338,REGULAR,COUNTY OF GENESEE,48457,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250314338,,
MOON ROAD KINDERCARE,"7151 E. MICHIGAN AVENUE                                  SALINE , MI 48176
                                 Phone: (734) 470-6685",WASHTENAW,CHILD CARE CENTER,157,ACTIVE,N/A,DC810409110,REGULAR,KINDERCARE EDUCATION LLC,48176,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC810409110,,
MOORE CARE,"4970 HATCHERY ROAD                                  WATERFORD , MI 48329
                                 Phone: (248) 935-8051",OAKLAND,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,3/20/2020,DF630352656,CLOSED,"MOORE, LAURA JEAN",48329,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF630352656,,
MOORE ELEMENTARY SCHOOL,"1201 WISNER                                  MT MORRIS , MI 48458
                                 Phone: (810) 591-6090",GENESEE,CHILD CARE CENTER,100,CLOSED,11/8/2019,DC250375196,CLOSED,GENESEE INTERMEDIATE SCHOOL DISTRICT,48458,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250375196,,
MOORE FUN HOME DAYCARE,"1433 BELL ROAD                                  NILES , MI 49120
                                 Phone: (269) 362-1335",BERRIEN,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF110386198,REGULAR,"MOORE, HEIDI",49120,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF110386198,,
